,rank,clique,order,size,missing,added,find2_time,find2_jaccard,findq_time,findq_jaccard,findqg_time,findqg_jaccard
7,3,10,15,242,0.1,0.4,0.6,0.6,0.30326182395219803,1.0,0.7178086210042238,1.0
8,3,10,15,242,0.1,0.4,0.6,0.6,0.3056935742497444,1.0,0.6883434914052486,1.0
9,3,10,15,242,0.1,0.4,0.7,0.7,0.3013072572648525,1.0,0.6983148995786905,1.0
10,3,10,15,242,0.1,0.4,0.7,0.7,0.3014982957392931,1.0,0.7274778671562672,1.0
11,3,10,15,242,0.1,0.4,0.7,0.7,0.31304778903722763,1.0,0.7343477569520473,1.0
12,3,10,15,242,0.1,0.4,0.7,0.7,0.30141231790184975,1.0,0.7186480909585953,1.0
13,3,10,15,242,0.1,0.4,0.7,0.7,0.3293315414339304,1.0,0.7150452639907598,1.0
14,3,10,15,242,0.1,0.4,0.7,0.7,0.317077474668622,0.9,0.7983981966972351,0.9
0,3,20,30,798,0.3,0.0,0.3,0.3,1.5574559047818184,0.85,29.88087347522378,0.9
1,3,20,30,798,0.3,0.0,0.35,0.35,1.4900607597082853,0.7,27.608295612037182,0.95
2,3,20,30,798,0.3,0.0,0.3,0.3,1.404202900826931,0.7,6.130813159048557,0.95
3,3,20,30,798,0.3,0.0,0.35,0.35,1.4422158673405647,0.75,1.6739277485758066,1.0
4,3,20,30,798,0.3,0.0,0.3,0.3,1.4108679480850697,0.65,6.005512358620763,0.95
5,3,20,30,798,0.3,0.0,0.3,0.3,1.4891830272972584,0.65,7.539963535964489,0.95
6,3,20,30,798,0.3,0.0,0.3,0.3,1.4794245585799217,0.8,11.375490879639983,0.9
7,3,20,30,798,0.3,0.0,0.35,0.35,1.5491351746022701,0.7,12.489281499758363,0.9
8,3,20,30,798,0.3,0.0,0.3,0.3,1.5443379320204258,0.75,1.774340009316802,1.0
9,3,20,30,798,0.3,0.0,0.3,0.3,1.4273396395146847,0.7,10.43036605603993,0.95
10,3,20,30,798,0.3,0.0,0.35,0.35,1.7133289966732264,0.7,32.59919184446335,0.85
11,3,20,30,798,0.3,0.0,0.3,0.3,1.4488873183727264,0.65,10.839080195873976,0.9
12,3,20,30,798,0.3,0.0,0.3,0.3,1.5425019674003124,0.7,4.501378074288368,0.95
13,3,20,30,798,0.3,0.0,0.3,0.3,1.4407658632844687,0.75,5.509128453209996,0.95
14,3,20,30,798,0.3,0.0,0.3,0.3,1.5029250606894493,0.7,4.358068101108074,0.95
0,3,20,30,855,0.25,0.0,0.35,0.35,1.797707188874483,0.85,21.049557188525796,0.9
1,3,20,30,855,0.25,0.0,0.35,0.35,2.0284289587289095,0.8,10.435808908194304,0.9
2,3,20,30,855,0.25,0.0,0.35,0.35,1.7894052919000387,0.75,2.205836871638894,1.0
3,3,20,30,855,0.25,0.0,0.35,0.35,1.7717254851013422,0.75,9.262156946584582,0.95
4,3,20,30,855,0.25,0.0,0.35,0.35,1.9249958749860525,0.85,16.501789515838027,0.9
5,3,20,30,855,0.25,0.0,0.35,0.35,1.8316562939435244,0.75,9.123123059049249,0.95
6,3,20,30,855,0.25,0.0,0.35,0.35,1.8878321126103401,0.75,6.329505363479257,0.95
7,3,20,30,855,0.25,0.0,0.35,0.35,1.9055117089301348,0.9,33.174466367810965,0.95
8,3,20,30,855,0.25,0.0,0.35,0.35,1.855427648872137,0.8,20.71140046417713,0.9
9,3,20,30,855,0.25,0.0,0.35,0.35,1.7819105666130781,0.8,5.900159047916532,0.95
10,3,20,30,855,0.25,0.0,0.35,0.35,1.633059473708272,0.75,1.8765419647097588,1.0
11,3,20,30,855,0.25,0.0,0.35,0.35,1.723526431247592,0.8,1.8785558324307203,1.0
12,3,20,30,855,0.25,0.0,0.3,0.3,1.584887556731701,0.75,1.8905523959547281,1.0
13,3,20,30,855,0.25,0.0,0.35,0.35,1.7097864784300327,0.85,6.994491204619408,0.95
14,3,20,30,855,0.25,0.0,0.35,0.35,1.7252747751772404,0.75,1.9370774962008,1.0
0,3,20,30,912,0.2,0.0,0.35,0.35,1.9760792329907417,0.8,2.1513370890170336,1.0
1,3,20,30,912,0.2,0.0,0.35,0.35,1.9611145928502083,0.8,4.220975447446108,0.95
2,3,20,30,912,0.2,0.0,0.4,0.4,2.007621068507433,0.85,2.6684755831956863,0.95
3,3,20,30,912,0.2,0.0,0.35,0.35,2.124764198437333,0.85,2.121850363910198,1.0
4,3,20,30,912,0.2,0.0,0.35,0.35,2.142318118363619,0.9,2.1404632069170475,1.0
5,3,20,30,912,0.2,0.0,0.4,0.4,2.278547652065754,0.75,4.254466168582439,0.95
6,3,20,30,912,0.2,0.0,0.35,0.35,1.7325670570135117,0.85,5.359098024666309,0.95
7,3,20,30,912,0.2,0.0,0.35,0.35,2.0226851478219032,0.85,13.138723881915212,0.95
8,3,20,30,912,0.2,0.0,0.4,0.4,2.2271199841052294,0.9,5.270896233618259,0.95
9,3,20,30,912,0.2,0.0,0.35,0.35,2.330136973410845,0.8,7.302093682810664,0.95
10,3,20,30,912,0.2,0.0,0.35,0.35,1.9153446964919567,0.95,1.938950376585126,1.0
11,3,20,30,912,0.2,0.0,0.35,0.35,2.1845268681645393,0.8,7.18083605915308,0.95
12,3,20,30,912,0.2,0.0,0.35,0.35,1.8331802617758512,0.85,1.8761443980038166,1.0
13,3,20,30,912,0.2,0.0,0.35,0.35,1.9570134542882442,0.9,2.0130510404706,1.0
14,3,20,30,912,0.2,0.0,0.35,0.35,2.285393316298723,0.85,6.093187497928739,0.95
0,3,30,45,3045,0.25,0.0,,,15.411605359986424,0.7,,
1,3,30,45,3045,0.25,0.0,,,12.753271190449595,0.7,278.7602943647653,0.9333333333333333
2,3,30,45,3045,0.25,0.0,,,11.423516042530537,0.7333333333333333,88.01211336441338,0.9666666666666667
3,3,30,45,3045,0.25,0.0,,,12.457642633467913,0.7333333333333333,73.36419252306223,0.9666666666666667
4,3,30,45,3045,0.25,0.0,,,12.273657323792577,0.7333333333333333,201.51612569205463,0.9666666666666667
5,3,30,45,3045,0.25,0.0,,,13.682806637138128,0.7,156.38444144278765,0.9666666666666667
6,3,30,45,3045,0.25,0.0,,,14.443989062681794,0.7333333333333333,,
7,3,30,45,3045,0.25,0.0,,,12.623811319470406,0.7,221.28496935032308,0.9333333333333333
8,3,30,45,3045,0.25,0.0,,,13.555117914453149,0.7666666666666667,,
9,3,30,45,3045,0.25,0.0,,,11.861149778589606,0.7333333333333333,79.58876178599894,0.9666666666666667
10,3,30,45,3045,0.25,0.0,,,12.460658708587289,0.8,14.962421908974648,1.0
11,3,30,45,3045,0.25,0.0,,,11.726724730804563,0.7333333333333333,251.05269284173846,0.9666666666666667
12,3,30,45,3045,0.25,0.0,,,12.522223165258765,0.7333333333333333,206.14218631759286,0.9666666666666667
13,3,30,45,3045,0.25,0.0,,,12.828552979975939,0.7333333333333333,,
14,3,30,45,3045,0.25,0.0,,,14.02554607950151,0.7,187.0595199279487,0.9333333333333333
0,3,10,15,114,0.05,0.0,0.7,0.7,0.12814847938716412,1.0,0.13463914208114147,1.0
1,3,10,15,114,0.05,0.0,0.8,0.8,0.16214832291007042,1.0,0.13223139196634293,1.0
2,3,10,15,114,0.05,0.0,0.7,0.7,0.12353660725057125,1.0,0.12629209645092487,1.0
3,3,10,15,114,0.05,0.0,0.8,0.8,0.13190038315951824,1.0,0.13483188301324844,1.0
4,3,10,15,114,0.05,0.0,0.8,0.8,0.13505461625754833,1.0,0.1398486364632845,1.0
5,3,10,15,114,0.05,0.0,0.7,0.7,0.12430210411548615,1.0,0.12675777077674866,1.0
6,3,10,15,114,0.05,0.0,0.8,0.8,0.13514241203665733,1.0,0.13837953843176365,1.0
7,3,10,15,114,0.05,0.0,0.8,0.8,0.12735870853066444,1.0,0.13104572147130966,1.0
8,3,10,15,114,0.05,0.0,0.7,0.7,0.12014932744204998,1.0,0.12269573286175728,1.0
9,3,10,15,114,0.05,0.0,0.8,0.8,0.1922032367438078,0.9,0.21469362266361713,0.9
10,3,10,15,114,0.05,0.0,0.8,0.8,0.13990087062120438,1.0,0.1434315089136362,1.0
11,3,10,15,114,0.05,0.0,0.7,0.7,0.12206336483359337,1.0,0.12502451799809933,1.0
12,3,10,15,114,0.05,0.0,0.7,0.7,0.11926855519413948,1.0,0.12194607965648174,1.0
13,3,10,15,114,0.05,0.0,0.7,0.7,0.11826257780194283,1.0,0.12389940582215786,1.0
14,3,10,15,114,0.05,0.0,0.7,0.7,0.11875222995877266,1.0,0.12151393666863441,1.0
0,3,30,45,3248,0.2,0.0,,,16.644617130979896,0.8333333333333334,45.25089697167277,0.9666666666666667
1,3,30,45,3248,0.2,0.0,,,21.981335712596774,0.8,,
2,3,30,45,3248,0.2,0.0,,,25.806351689621806,0.8333333333333334,171.07009987533092,0.9333333333333333
3,3,30,45,3248,0.2,0.0,,,16.969818592071533,0.8,19.0340704806149,1.0
4,3,30,45,3248,0.2,0.0,,,15.683331755921245,0.8,43.76522523351014,0.9666666666666667
5,3,30,45,3248,0.2,0.0,,,20.28981614112854,0.7666666666666667,22.8188859205693,1.0
6,3,30,45,3248,0.2,0.0,,,33.77217750065029,0.8333333333333334,,
7,3,30,45,3248,0.2,0.0,,,19.299566553905606,0.8,87.95864830352366,0.9666666666666667
8,3,30,45,3248,0.2,0.0,,,23.29527773335576,0.7666666666666667,,
9,3,30,45,3248,0.2,0.0,,,21.99576980434358,0.8,132.60892802663147,0.9666666666666667
10,3,30,45,3248,0.2,0.0,,,16.51650303788483,0.8333333333333334,50.86738699674606,0.9666666666666667
11,3,30,45,3248,0.2,0.0,,,20.910421336069703,0.8,,
12,3,30,45,3248,0.2,0.0,,,25.278528986498713,0.8333333333333334,52.19518679007888,0.9666666666666667
13,3,30,45,3248,0.2,0.0,,,25.085852364078164,0.8666666666666667,,
14,3,30,45,3248,0.2,0.0,,,17.415934547781944,0.8,,
0,3,10,15,175,0.1,0.2,0.7,0.7,0.19306831993162632,1.0,0.39197519794106483,1.0
1,3,10,15,175,0.1,0.2,0.7,0.7,0.2013685703277588,1.0,0.3926760572940111,1.0
2,3,10,15,175,0.1,0.2,0.7,0.7,0.21483147144317627,0.9,0.4390609096735716,0.9
3,3,10,15,175,0.1,0.2,0.7,0.7,0.20006350800395012,1.0,0.38459136337041855,1.0
4,3,10,15,175,0.1,0.2,0.6,0.6,0.18211610801517963,1.0,0.3738779351115227,1.0
5,3,10,15,175,0.1,0.2,0.7,0.7,0.20050467550754547,1.0,0.3857195321470499,1.0
6,3,10,15,175,0.1,0.2,0.7,0.7,0.2389532122761011,0.8,0.6208259165287018,0.8
7,3,10,15,175,0.1,0.2,0.6,0.6,0.1825419757515192,1.0,0.40609958581626415,1.0
8,3,10,15,175,0.1,0.2,0.7,0.7,0.18044924922287464,1.0,0.33982004411518574,1.0
9,3,10,15,175,0.1,0.2,0.6,0.6,0.17735373973846436,1.0,0.38646362721920013,1.0
10,3,10,15,175,0.1,0.2,0.7,0.7,0.21055776625871658,0.9,0.44034482538700104,0.9
11,3,10,15,175,0.1,0.2,0.7,0.7,0.2020093984901905,1.0,0.3891209401190281,1.0
12,3,10,15,175,0.1,0.2,0.7,0.7,0.203565314412117,0.9,0.43014757335186005,0.9
13,3,10,15,175,0.1,0.2,0.6,0.6,0.19682461209595203,0.9,0.44532238133251667,0.9
14,3,10,15,175,0.1,0.2,0.6,0.6,0.1783489976078272,1.0,0.3658286239951849,1.0
0,3,30,45,2842,0.3,0.0,,,8.951534068211913,0.6666666666666666,41.27803632803261,1.0
1,3,30,45,2842,0.3,0.0,,,9.615450091660023,0.6,,
2,3,30,45,2842,0.3,0.0,,,10.25466737151146,0.7,229.68092297390103,0.9666666666666667
3,3,30,45,2842,0.3,0.0,,,9.101905105635524,0.7333333333333333,,
4,3,30,45,2842,0.3,0.0,,,8.977298429235816,0.6666666666666666,,
5,3,30,45,2842,0.3,0.0,,,9.47595008276403,0.6333333333333333,259.4498167820275,0.9333333333333333
6,3,30,45,2842,0.3,0.0,,,9.53160066716373,0.6333333333333333,,
7,3,30,45,2842,0.3,0.0,,,9.519304174929857,0.7,259.9854695610702,0.9666666666666667
8,3,30,45,2842,0.3,0.0,,,9.182691361755133,0.6333333333333333,287.6513005569577,0.9666666666666667
9,3,30,45,2842,0.3,0.0,,,9.750337269157171,0.7333333333333333,,
10,3,30,45,2842,0.3,0.0,,,9.322713544592261,0.6666666666666666,,
11,3,30,45,2842,0.3,0.0,,,9.317611644044518,0.7,,
12,3,30,45,2842,0.3,0.0,,,9.367924770340323,0.6666666666666666,26.114276899024844,1.0
13,3,30,45,2842,0.3,0.0,,,9.90016731992364,0.7333333333333333,,
14,3,30,45,2842,0.3,0.0,,,9.437896970659494,0.6333333333333333,66.22128562629223,1.0
0,3,10,15,108,0.1,0.0,0.7,0.7,0.1577477529644966,0.9,0.2372756376862526,0.9
1,3,10,15,108,0.1,0.0,0.7,0.7,0.13615006022155285,1.0,0.14005341194570065,1.0
2,3,10,15,108,0.1,0.0,0.7,0.7,0.14881987124681473,0.9,0.25399393774569035,0.9
3,3,10,15,108,0.1,0.0,0.7,0.7,0.1274345349520445,1.0,0.12985670007765293,1.0
4,3,10,15,108,0.1,0.0,0.7,0.7,0.1446107067167759,1.0,0.1478944718837738,1.0
5,3,10,15,108,0.1,0.0,0.7,0.7,0.1352337133139372,0.9,0.1746744029223919,0.9
6,3,10,15,108,0.1,0.0,0.6,0.6,0.11669178493320942,1.0,0.11926535703241825,1.0
7,3,10,15,108,0.1,0.0,0.7,0.7,0.12684584967792034,1.0,0.13021445646882057,1.0
8,3,10,15,108,0.1,0.0,0.7,0.7,0.13030338287353516,1.0,0.13353577814996243,1.0
9,3,10,15,108,0.1,0.0,0.7,0.7,0.14215384237468243,0.9,0.15764040686190128,0.9
10,3,10,15,108,0.1,0.0,0.7,0.7,0.18146111071109772,0.9,0.22384663298726082,0.9
11,3,10,15,108,0.1,0.0,0.7,0.7,0.12693390436470509,1.0,0.13638997077941895,1.0
12,3,10,15,108,0.1,0.0,0.7,0.7,0.11816008947789669,1.0,0.12018819898366928,1.0
13,3,10,15,108,0.1,0.0,0.6,0.6,0.12574248015880585,1.0,0.13026309944689274,1.0
14,3,10,15,108,0.1,0.0,0.7,0.7,0.13831491582095623,1.0,0.1414653081446886,1.0
0,3,20,30,1026,0.1,0.0,,,4.473601104691625,0.95,5.715445915237069,0.95
1,3,20,30,1026,0.1,0.0,,,25.06217243336141,0.9,29.84543710015714,0.95
2,3,20,30,1026,0.1,0.0,,,2.501764053478837,0.95,2.5256501249969006,1.0
3,3,20,30,1026,0.1,0.0,,,2.2860777117311954,1.0,2.272163473069668,1.0
4,3,20,30,1026,0.1,0.0,,,3.5549112316221,1.0,3.60378223285079,1.0
5,3,20,30,1026,0.1,0.0,,,7.933600563555956,0.9,11.463866928592324,0.9
6,3,20,30,1026,0.1,0.0,,,9.107280440628529,0.95,25.066655915230513,0.95
7,3,20,30,1026,0.1,0.0,,,7.5934141632169485,0.9,9.243804568424821,0.95
8,3,20,30,1026,0.1,0.0,,,3.319990213960409,1.0,3.2772317565977573,1.0
9,3,20,30,1026,0.1,0.0,,,4.651236813515425,0.9,7.199503671377897,0.95
10,3,20,30,1026,0.1,0.0,,,3.934666307643056,0.95,4.948128942400217,0.95
11,3,20,30,1026,0.1,0.0,,,2.6823260318487883,1.0,2.6055667214095592,1.0
12,3,20,30,1026,0.1,0.0,,,2.6498554162681103,1.0,2.7460483256727457,1.0
13,3,20,30,1026,0.1,0.0,,,3.166933597996831,0.95,4.0056655164808035,0.95
14,3,20,30,1026,0.1,0.0,,,5.030381603166461,0.9,8.595712821930647,0.95
0,3,20,30,1083,0.05,0.0,,,25.34671948477626,0.95,28.71529066003859,0.95
1,3,20,30,1083,0.05,0.0,,,3.46360582113266,1.0,3.4481217581778765,1.0
2,3,20,30,1083,0.05,0.0,,,89.2291238438338,0.95,86.94124237261713,0.95
3,3,20,30,1083,0.05,0.0,,,3.2930153533816338,1.0,3.3124327398836613,1.0
4,3,20,30,1083,0.05,0.0,,,18.017327439039946,0.95,16.98238192126155,0.95
5,3,20,30,1083,0.05,0.0,,,4.722455181181431,1.0,4.763797480612993,1.0
6,3,20,30,1083,0.05,0.0,,,153.05971754714847,0.9,251.94718541763723,0.9
7,3,20,30,1083,0.05,0.0,,,2.5436049718409777,1.0,2.5415633376687765,1.0
8,3,20,30,1083,0.05,0.0,,,24.919190576300025,0.95,49.60353423655033,0.95
9,3,20,30,1083,0.05,0.0,,,,,,
10,3,20,30,1083,0.05,0.0,,,,,170.09927483834326,0.95
11,3,20,30,1083,0.05,0.0,,,3.0376783795654774,1.0,3.053076174110174,1.0
12,3,20,30,1083,0.05,0.0,,,2.8425820246338844,1.0,2.8598105795681477,1.0
13,3,20,30,1083,0.05,0.0,,,39.164520151913166,0.95,79.84078003838658,0.95
14,3,20,30,1083,0.05,0.0,,,5.4096355605870485,1.0,5.420711690559983,1.0
0,3,20,30,2194,0.1,0.4,,,54.69636179879308,0.9,51.803927628323436,0.95
1,3,20,30,2194,0.1,0.4,,,12.486030846834183,1.0,33.013110069558024,1.0
2,3,20,30,2194,0.1,0.4,,,9.772529495880008,1.0,27.406572377309203,1.0
3,3,20,30,2194,0.1,0.4,,,12.880678411573172,0.95,31.12134425342083,0.95
4,3,20,30,2194,0.1,0.4,,,11.489982264116406,0.95,31.97791405953467,0.95
5,3,20,30,2194,0.1,0.4,,,11.566473318263888,1.0,29.09792491607368,1.0
6,3,20,30,2194,0.1,0.4,,,16.94870245270431,0.9,67.12248551286757,0.9
7,3,20,30,2194,0.1,0.4,,,10.993314100429416,1.0,31.08329390361905,1.0
8,3,20,30,2194,0.1,0.4,,,19.24048975855112,0.9,40.76223307289183,0.95
9,3,20,30,2194,0.1,0.4,,,11.989961292594671,0.95,33.719165621325374,0.95
10,3,20,30,2194,0.1,0.4,,,22.29533331282437,0.9,48.34050911664963,0.95
11,3,20,30,2194,0.1,0.4,,,10.705746276304126,1.0,32.56741166859865,1.0
12,3,20,30,2194,0.1,0.4,,,8.089747600257397,0.95,26.208173589780927,1.0
13,3,20,30,2194,0.1,0.4,,,23.82947615534067,0.95,45.75047289580107,0.95
14,3,20,30,2194,0.1,0.4,,,45.86278448626399,0.95,75.82917031086981,0.95
0,3,20,30,1610,0.1,0.2,,,4.410257317125797,0.95,10.511256512254477,0.95
1,3,20,30,1610,0.1,0.2,,,5.553599433973432,0.95,14.30754454061389,0.95
2,3,20,30,1610,0.1,0.2,,,3.353260800242424,1.0,9.308409713208675,1.0
3,3,20,30,1610,0.1,0.2,,,3.9227428175508976,1.0,9.815947107970715,1.0
4,3,20,30,1610,0.1,0.2,,,5.726304525509477,0.95,15.043968698009849,0.95
5,3,20,30,1610,0.1,0.2,,,4.306124774739146,0.95,10.956880364567041,0.95
6,3,20,30,1610,0.1,0.2,,,4.713350538164377,0.95,11.161274733021855,0.95
7,3,20,30,1610,0.1,0.2,,,3.484762502834201,1.0,9.088007559999824,1.0
8,3,20,30,1610,0.1,0.2,,,7.620829222723842,0.95,16.598730774596334,0.95
9,3,20,30,1610,0.1,0.2,,,3.7620679307729006,1.0,9.691491942852736,1.0
10,3,20,30,1610,0.1,0.2,,,4.0480312909930944,0.95,10.487156115472317,0.95
11,3,20,30,1610,0.1,0.2,,,3.8079018127173185,1.0,9.913447976112366,1.0
12,3,20,30,1610,0.1,0.2,,,3.570983385667205,1.0,9.258345579728484,1.0
13,3,20,30,1610,0.1,0.2,,,4.029395604506135,1.0,9.99519824795425,1.0
14,3,20,30,1610,0.1,0.2,,,5.533969448879361,0.9,16.519611919298768,0.9
0,3,30,45,3654,0.1,0.0,,,,,,
1,3,30,45,3654,0.1,0.0,,,,,,
2,3,30,45,3654,0.1,0.0,,,,,,
3,3,30,45,3654,0.1,0.0,,,,,,
4,3,30,45,3654,0.1,0.0,,,,,,
5,3,30,45,3654,0.1,0.0,,,,,,
6,3,30,45,3654,0.1,0.0,,,,,,
7,3,30,45,3654,0.1,0.0,,,,,,
8,3,30,45,3654,0.1,0.0,,,,,,
9,3,30,45,3654,0.1,0.0,,,,,,
10,3,30,45,3654,0.1,0.0,,,,,,
11,3,30,45,3654,0.1,0.0,,,,,,
12,3,30,45,3654,0.1,0.0,,,,,,
13,3,30,45,3654,0.1,0.0,,,,,,
14,3,30,45,3654,0.1,0.0,,,,,,
0,3,10,15,309,0.1,0.6,0.7,0.7,0.6177949141710997,1.0,1.1563492137938738,1.0
1,3,10,15,309,0.1,0.6,0.7,0.7,0.5834969524294138,1.0,1.0459645967930555,1.0
2,3,10,15,309,0.1,0.6,0.6,0.6,0.570552583783865,1.0,0.9270442239940166,1.0
3,3,10,15,309,0.1,0.6,0.7,0.7,0.6190699450671673,0.9,1.1231897007673979,0.9
4,3,10,15,309,0.1,0.6,0.7,0.7,0.6237057149410248,0.9,1.0877599474042654,0.9
5,3,10,15,309,0.1,0.6,0.6,0.6,0.6237014029175043,1.0,1.1608161088079214,1.0
6,3,10,15,309,0.1,0.6,0.7,0.7,0.6235008575022221,1.0,1.0760031398385763,1.0
7,3,10,15,309,0.1,0.6,0.7,0.7,0.5960959549993277,1.0,1.0257496554404497,1.0
8,3,10,15,309,0.1,0.6,0.7,0.7,0.6334787514060736,0.9,1.1447146832942963,0.9
9,3,10,15,309,0.1,0.6,0.6,0.6,0.6653890069574118,0.9,1.191911717876792,1.0
10,3,10,15,309,0.1,0.6,0.6,0.6,0.5608566273003817,0.9,1.0389231443405151,1.0
11,3,10,15,309,0.1,0.6,0.7,0.7,0.6198728922754526,0.9,1.0295606795698404,0.9
12,3,10,15,309,0.1,0.6,0.6,0.6,0.584837643429637,1.0,1.0538744796067476,1.0
13,3,10,15,309,0.1,0.6,0.6,0.6,0.6468860656023026,1.0,1.0030218288302422,1.0
14,3,10,15,309,0.1,0.6,0.7,0.7,0.5828817579895258,0.9,1.006103739142418,0.9
0,3,30,45,3857,0.05,0.0,,,,,,
1,3,30,45,3857,0.05,0.0,,,,,,
2,3,30,45,3857,0.05,0.0,,,,,,
3,3,30,45,3857,0.05,0.0,,,,,,
4,3,30,45,3857,0.05,0.0,,,,,,
5,3,30,45,3857,0.05,0.0,,,,,,
6,3,30,45,3857,0.05,0.0,,,,,,
7,3,30,45,3857,0.05,0.0,,,,,,
