,rank,clique,order,size,missing,added,find2_time,find2_jaccard,findq_time,findq_jaccard,findqg_time,findqg_jaccard
14,4,10,15,882,0.1,0.6,0.6,0.6,1.404906602576375,1.0,3.1464192047715187,1.0
0,4,30,45,26035,0.05,0.0,,,,,,
1,4,30,45,26035,0.05,0.0,,,,,,
2,4,30,45,26035,0.05,0.0,,,,,,
3,4,30,45,26035,0.05,0.0,,,,,,
4,4,30,45,26035,0.05,0.0,,,,,,
5,4,30,45,26035,0.05,0.0,,,,,,
6,4,30,45,26035,0.05,0.0,,,,,,
7,4,30,45,26035,0.05,0.0,,,,,,
8,4,30,45,26035,0.05,0.0,,,,,,
9,4,30,45,26035,0.05,0.0,,,,,,
10,4,30,45,26035,0.05,0.0,,,,,,
11,4,30,45,26035,0.05,0.0,,,,,,
12,4,30,45,26035,0.05,0.0,,,,,,
13,4,30,45,26035,0.05,0.0,,,,,,
14,4,30,45,26035,0.05,0.0,,,,,,
0,4,30,45,20554,0.25,0.0,,,250.2377542592585,0.7,338.072730416432,1.0
1,4,30,45,20554,0.25,0.0,,,239.33965810760856,0.7,,
2,4,30,45,20554,0.25,0.0,,,249.42114667408168,0.7,,
3,4,30,45,20554,0.25,0.0,,,239.19252679497004,0.7333333333333333,297.88435035198927,1.0
4,4,30,45,20554,0.25,0.0,,,253.1111640483141,0.6666666666666666,,
5,4,30,45,20554,0.25,0.0,,,240.59308037348092,0.7,350.0245360266417,1.0
6,4,30,45,20554,0.25,0.0,,,240.1562604494393,0.7,349.18377566337585,1.0
7,4,30,45,20554,0.25,0.0,,,242.9350706525147,0.6666666666666666,398.8961668610573,1.0
8,4,30,45,20554,0.25,0.0,,,246.78607221506536,0.7,,
9,4,30,45,20554,0.25,0.0,,,242.3904193751514,0.7,298.55718028731644,1.0
10,4,30,45,20554,0.25,0.0,,,242.6159089487046,0.7,,
11,4,30,45,20554,0.25,0.0,,,252.90643278881907,0.6666666666666666,,
12,4,30,45,20554,0.25,0.0,,,236.99579821154475,0.7,,
13,4,30,45,20554,0.25,0.0,,,230.37425069510937,0.8,248.66208899766207,1.0
14,4,30,45,20554,0.25,0.0,,,237.84858304075897,0.7,314.4426914267242,1.0
0,4,10,15,651,0.1,0.4,0.6,0.6,0.8156532756984234,1.0,2.056916071102023,1.0
1,4,10,15,651,0.1,0.4,0.6,0.6,0.7690541259944439,1.0,2.074829814955592,1.0
2,4,10,15,651,0.1,0.4,0.7,0.7,0.7995431944727898,1.0,2.081605864688754,1.0
3,4,10,15,651,0.1,0.4,0.6,0.6,0.788076639175415,1.0,2.015724664554,1.0
4,4,10,15,651,0.1,0.4,0.6,0.6,0.784183494746685,1.0,2.19693954102695,1.0
5,4,10,15,651,0.1,0.4,0.7,0.7,0.7835427317768335,1.0,2.059259058907628,1.0
6,4,10,15,651,0.1,0.4,0.6,0.6,0.7605073787271976,1.0,2.185853200033307,1.0
7,4,10,15,651,0.1,0.4,0.7,0.7,0.8008544575423002,1.0,2.2184400018304586,1.0
8,4,10,15,651,0.1,0.4,0.7,0.7,0.8566399645060301,1.0,2.183680521324277,1.0
9,4,10,15,651,0.1,0.4,0.7,0.7,0.7795475702732801,1.0,2.2409183960407972,1.0
10,4,10,15,651,0.1,0.4,0.7,0.7,0.8453965876251459,0.9,2.209548532962799,0.9
11,4,10,15,651,0.1,0.4,0.7,0.7,0.8044304344803095,0.9,2.1831990275532007,0.9
12,4,10,15,651,0.1,0.4,0.7,0.7,0.8172794133424759,1.0,2.1085024140775204,1.0
13,4,10,15,651,0.1,0.4,0.7,0.7,0.8167087398469448,1.0,2.1198643036186695,1.0
14,4,10,15,651,0.1,0.4,0.7,0.7,0.7937400117516518,1.0,2.2403364330530167,1.0
0,4,20,30,8873,0.1,0.2,,,47.877056781202555,0.95,271.32482641749084,0.95
1,4,20,30,8873,0.1,0.2,,,49.251710748299956,0.95,290.6105264965445,0.95
2,4,20,30,8873,0.1,0.2,,,50.01143320836127,1.0,271.4118227735162,1.0
3,4,20,30,8873,0.1,0.2,,,50.29143662378192,0.95,295.64566350728273,0.95
4,4,20,30,8873,0.1,0.2,,,51.32588600739837,0.95,297.55294825695455,0.95
5,4,20,30,8873,0.1,0.2,,,45.15495735220611,0.95,264.01302063651383,0.95
6,4,20,30,8873,0.1,0.2,,,46.45272343233228,1.0,268.0362931396812,1.0
7,4,20,30,8873,0.1,0.2,,,49.578460523858666,0.95,320.528755588457,0.95
8,4,20,30,8873,0.1,0.2,,,46.34330945275724,0.95,259.4915989488363,1.0
9,4,20,30,8873,0.1,0.2,,,53.97953309677541,0.9,343.22599303908646,0.9
10,4,20,30,8873,0.1,0.2,,,49.912825578823686,0.95,343.5556646902114,0.95
11,4,20,30,8873,0.1,0.2,,,54.47403291426599,0.9,311.1544249802828,0.9
12,4,20,30,8873,0.1,0.2,,,43.95468689315021,1.0,255.5243638753891,1.0
13,4,20,30,8873,0.1,0.2,,,49.45798153989017,0.95,281.3081051185727,0.95
14,4,20,30,8873,0.1,0.2,,,47.81840287707746,0.95,262.79021026939154,1.0
0,4,20,30,17897,0.1,0.6,,,437.85538145154715,1.0,1524.6839927472174,1.0
1,4,20,30,17897,0.1,0.6,,,428.30461334064603,0.9,1531.0014155320823,0.9
2,4,20,30,17897,0.1,0.6,,,469.16942847520113,0.9,1774.506483823061,0.9
3,4,20,30,17897,0.1,0.6,,,415.53974837064743,0.9,1497.3872533105314,1.0
4,4,20,30,17897,0.1,0.6,,,393.6965379137546,0.9,1572.4357780124992,0.9
5,4,20,30,17897,0.1,0.6,,,397.6569148339331,1.0,1459.5925055556,1.0
6,4,20,30,17897,0.1,0.6,,,383.16280048526824,1.0,1418.154929464683,1.0
7,4,20,30,17897,0.1,0.6,,,608.7047281358391,0.9,1758.0079189073294,0.9
8,4,20,30,17897,0.1,0.6,,,384.08290802687407,1.0,1472.2297022789717,1.0
9,4,20,30,17897,0.1,0.6,,,493.8771309219301,0.9,1748.3450323734432,0.95
10,4,20,30,17897,0.1,0.6,,,363.22616065852344,0.95,1438.2261505629867,1.0
11,4,20,30,17897,0.1,0.6,,,725.6667494196445,0.95,1791.975235791877,0.95
12,4,20,30,17897,0.1,0.6,,,433.7379197832197,0.95,1506.5946901049465,0.95
13,4,20,30,17897,0.1,0.6,,,412.8937464132905,0.95,1471.8008363526314,0.95
14,4,20,30,17897,0.1,0.6,,,456.4498327411711,1.0,1543.9400881491601,1.0
0,4,20,30,13385,0.1,0.4,,,85.74285312369466,0.95,626.3414665572345,0.95
1,4,20,30,13385,0.1,0.4,,,94.01337469182909,0.95,645.0840018354356,0.95
2,4,20,30,13385,0.1,0.4,,,90.57512066699564,0.95,613.3321210853755,0.95
3,4,20,30,13385,0.1,0.4,,,117.6962394490838,0.9,794.4335394054651,0.9
4,4,20,30,13385,0.1,0.4,,,85.21872230060399,1.0,617.8534309715033,1.0
5,4,20,30,13385,0.1,0.4,,,92.6874275971204,1.0,613.5610426589847,1.0
6,4,20,30,13385,0.1,0.4,,,93.90275336615741,0.95,646.6895619407296,0.95
7,4,20,30,13385,0.1,0.4,,,91.9091825876385,1.0,621.7984470110387,1.0
8,4,20,30,13385,0.1,0.4,,,100.48729362338781,1.0,642.0862358920276,1.0
9,4,20,30,13385,0.1,0.4,,,89.20806320011616,0.95,615.5994591321796,0.95
10,4,20,30,13385,0.1,0.4,,,92.81018822826445,1.0,612.2421352658421,1.0
11,4,20,30,13385,0.1,0.4,,,89.12027131766081,1.0,623.9754018597305,1.0
12,4,20,30,13385,0.1,0.4,,,137.34534504823387,1.0,1242.5931948181242,1.0
13,4,20,30,13385,0.1,0.4,,,158.63867721520364,0.9,1243.6624545808882,0.9
14,4,20,30,13385,0.1,0.4,,,152.65991617180407,0.95,1232.7543343510479,0.95
0,4,10,15,179,0.15,0.0,0.6,0.6,0.21215220354497433,1.0,0.24677036330103874,1.0
1,4,10,15,179,0.15,0.0,0.6,0.6,0.20508180558681488,1.0,0.20952867344021797,1.0
2,4,10,15,179,0.15,0.0,0.6,0.6,0.20409324951469898,1.0,0.2138854507356882,1.0
3,4,10,15,179,0.15,0.0,0.7,0.7,0.23950502462685108,0.9,0.30767095647752285,0.9
4,4,10,15,179,0.15,0.0,0.6,0.6,0.20279167965054512,1.0,0.20735751278698444,1.0
5,4,10,15,179,0.15,0.0,0.6,0.6,0.22857572883367538,0.9,0.2883682809770107,0.9
6,4,10,15,179,0.15,0.0,0.6,0.6,0.23794696480035782,0.9,0.27213457599282265,0.9
7,4,10,15,179,0.15,0.0,0.6,0.6,0.21465300396084785,1.0,0.21766148880124092,1.0
8,4,10,15,179,0.15,0.0,0.6,0.6,0.2193114422261715,1.0,0.2239751536399126,1.0
9,4,10,15,179,0.15,0.0,0.7,0.7,0.23852789215743542,1.0,0.24455496296286583,1.0
10,4,10,15,179,0.15,0.0,0.6,0.6,0.23564262874424458,1.0,0.23974318616092205,1.0
11,4,10,15,179,0.15,0.0,0.6,0.6,0.21381951309740543,1.0,0.21787957474589348,1.0
12,4,10,15,179,0.15,0.0,0.6,0.6,0.22773418202996254,1.0,0.23210799135267735,1.0
13,4,10,15,179,0.15,0.0,0.6,0.6,0.21505213528871536,0.9,0.29395491257309914,0.9
14,4,10,15,179,0.15,0.0,0.6,0.6,0.2331713680177927,0.9,0.2909342646598816,0.9
0,4,10,15,189,0.1,0.0,0.6,0.6,0.2644782494753599,1.0,0.30910639092326164,1.0
1,4,10,15,189,0.1,0.0,0.6,0.6,0.2766067236661911,1.0,0.28096248395740986,1.0
2,4,10,15,189,0.1,0.0,0.7,0.7,0.29000869393348694,1.0,0.2917587850242853,1.0
3,4,10,15,189,0.1,0.0,0.6,0.6,0.2762277238070965,1.0,0.28228582441806793,1.0
4,4,10,15,189,0.1,0.0,0.6,0.6,0.2602251563221216,1.0,0.2647631596773863,1.0
5,4,10,15,189,0.1,0.0,0.6,0.6,0.27322324365377426,0.9,0.33136742375791073,0.9
6,4,10,15,189,0.1,0.0,0.7,0.7,0.29549053497612476,0.9,0.34417349472641945,0.9
7,4,10,15,189,0.1,0.0,0.7,0.7,0.2844046261161566,0.9,0.348971176892519,0.9
8,4,10,15,189,0.1,0.0,0.7,0.7,0.28814917989075184,1.0,0.29290999472141266,1.0
9,4,10,15,189,0.1,0.0,0.7,0.7,0.27303554862737656,1.0,0.2811962105333805,1.0
10,4,10,15,189,0.1,0.0,0.7,0.7,0.2949122190475464,1.0,0.2996311467140913,1.0
11,4,10,15,189,0.1,0.0,0.7,0.7,0.3045790623873472,0.9,0.3817773424088955,0.9
12,4,10,15,189,0.1,0.0,0.7,0.7,0.2961796447634697,0.9,0.3720370754599571,0.9
13,4,10,15,189,0.1,0.0,0.7,0.7,0.30164140835404396,0.9,0.3607033658772707,0.9
14,4,10,15,189,0.1,0.0,0.7,0.7,0.2874320484697819,1.0,0.2922393027693033,1.0
0,4,10,15,200,0.05,0.0,0.7,0.7,0.2340884543955326,1.0,0.2689101118594408,1.0
1,4,10,15,200,0.05,0.0,0.7,0.7,0.2473739217966795,1.0,0.24715320207178593,1.0
2,4,10,15,200,0.05,0.0,0.7,0.7,0.24561071582138538,1.0,0.2479947078973055,1.0
3,4,10,15,200,0.05,0.0,0.8,0.8,0.2446665372699499,1.0,0.2550764251500368,1.0
4,4,10,15,200,0.05,0.0,0.8,0.8,0.27880159951746464,1.0,0.2844657152891159,1.0
5,4,10,15,200,0.05,0.0,0.8,0.8,0.3351467978209257,0.9,0.378060644492507,0.9
6,4,10,15,200,0.05,0.0,0.7,0.7,0.2305018361657858,1.0,0.2351758312433958,1.0
7,4,10,15,200,0.05,0.0,0.7,0.7,0.23104379139840603,1.0,0.235883554443717,1.0
8,4,10,15,200,0.05,0.0,0.7,0.7,0.2425443697720766,1.0,0.24336609989404678,1.0
9,4,10,15,200,0.05,0.0,0.8,0.8,0.2446058001369238,1.0,0.250729450955987,1.0
10,4,10,15,200,0.05,0.0,0.7,0.7,0.2344423308968544,1.0,0.23559816740453243,1.0
11,4,10,15,200,0.05,0.0,0.7,0.7,0.2511948887258768,1.0,0.26155207864940166,1.0
12,4,10,15,200,0.05,0.0,0.7,0.7,0.23787625320255756,1.0,0.24015280790627003,1.0
13,4,10,15,200,0.05,0.0,0.8,0.8,0.3803084157407284,0.9,0.5489153731614351,0.9
14,4,10,15,200,0.05,0.0,0.8,0.8,0.26399932242929935,1.0,0.267894983291626,1.0
0,4,20,30,4361,0.1,0.0,,,36.603110022842884,0.95,49.43391330167651,0.95
1,4,20,30,4361,0.1,0.0,,,34.716283675283194,0.95,50.412556083872914,0.95
2,4,20,30,4361,0.1,0.0,,,31.54292027465999,1.0,31.64081458374858,1.0
3,4,20,30,4361,0.1,0.0,,,30.68638686835766,0.95,37.220985719934106,0.95
4,4,20,30,4361,0.1,0.0,,,31.247605443000793,0.9,59.48448701389134,0.9
5,4,20,30,4361,0.1,0.0,,,38.82945631630719,0.95,64.21295241452754,0.95
6,4,20,30,4361,0.1,0.0,,,35.99692144803703,1.0,36.141057746484876,1.0
7,4,20,30,4361,0.1,0.0,,,33.76833404786885,0.9,76.46689441986382,0.9
8,4,20,30,4361,0.1,0.0,,,38.81020278669894,0.9,98.34857977181673,0.9
9,4,20,30,4361,0.1,0.0,,,29.059417998418212,0.95,37.14232899993658,0.95
10,4,20,30,4361,0.1,0.0,,,34.79373982734978,0.95,49.804262639954686,0.95
11,4,20,30,4361,0.1,0.0,,,31.208441635593772,0.95,47.73258061893284,0.95
12,4,20,30,4361,0.1,0.0,,,28.939818738028407,1.0,29.319343136623502,1.0
13,4,20,30,4361,0.1,0.0,,,33.812438271939754,0.9,80.91436164081097,0.9
14,4,20,30,4361,0.1,0.0,,,41.63067110441625,0.9,111.15400630049407,0.9
0,4,10,15,179,0.15,0.0,0.6,0.6,0.24465377070009708,0.9,0.4303489848971367,0.9
1,4,10,15,179,0.15,0.0,0.6,0.6,0.25090108439326286,1.0,0.25284116342663765,1.0
2,4,10,15,179,0.15,0.0,0.6,0.6,0.24463117122650146,1.0,0.25039065442979336,1.0
3,4,10,15,179,0.15,0.0,0.6,0.6,0.24695607088506222,1.0,0.2522813528776169,1.0
4,4,10,15,179,0.15,0.0,0.6,0.6,0.24750598333775997,1.0,0.25160885974764824,1.0
5,4,10,15,179,0.15,0.0,0.6,0.6,0.240210747346282,0.9,0.2901193369179964,0.9
6,4,10,15,179,0.15,0.0,0.6,0.6,0.22760991752147675,0.9,0.2358726803213358,1.0
7,4,10,15,179,0.15,0.0,0.7,0.7,0.29387651197612286,0.9,0.5299222227185965,0.9
8,4,10,15,179,0.15,0.0,0.6,0.6,0.23668624460697174,1.0,0.2394301276654005,1.0
9,4,10,15,179,0.15,0.0,0.7,0.7,0.2940447088330984,0.8,0.5690412130206823,0.9
10,4,10,15,179,0.15,0.0,0.6,0.6,0.23289795219898224,0.9,0.2425602190196514,1.0
11,4,10,15,179,0.15,0.0,0.6,0.6,0.23810951225459576,1.0,0.24082539603114128,1.0
12,4,10,15,179,0.15,0.0,0.6,0.6,0.24321823194622993,1.0,0.2480686902999878,1.0
13,4,10,15,179,0.15,0.0,0.7,0.7,0.26885527186095715,1.0,0.2736433520913124,1.0
14,4,10,15,179,0.15,0.0,0.7,0.7,0.26244006864726543,0.9,0.3749275803565979,0.9
0,4,20,30,4603,0.05,0.0,,,30.373842742294073,1.0,30.288530068472028,1.0
1,4,20,30,4603,0.05,0.0,,,,,,
2,4,20,30,4603,0.05,0.0,,,31.265183432027698,1.0,31.41259064897895,1.0
3,4,20,30,4603,0.05,0.0,,,,,,
4,4,20,30,4603,0.05,0.0,,,46.05468614399433,1.0,45.92946897447109,1.0
5,4,20,30,4603,0.05,0.0,,,429.2478757146746,0.9,438.9819720759988,0.9
6,4,20,30,4603,0.05,0.0,,,,,,
7,4,20,30,4603,0.05,0.0,,,28.026567855849862,1.0,28.331284295767546,1.0
8,4,20,30,4603,0.05,0.0,,,1002.6140347439796,0.95,869.1802744753659,0.95
9,4,20,30,4603,0.05,0.0,,,28.982306649908423,1.0,29.135130021721125,1.0
10,4,20,30,4603,0.05,0.0,,,28.351670483127236,1.0,28.613101061433554,1.0
11,4,20,30,4603,0.05,0.0,,,50.382277611643076,0.95,54.88991822488606,0.95
12,4,20,30,4603,0.05,0.0,,,29.027144296094775,1.0,28.99131429940462,1.0
13,4,20,30,4603,0.05,0.0,,,33.84248667769134,1.0,34.12521146424115,1.0
14,4,20,30,4603,0.05,0.0,,,,,,
0,4,10,15,147,0.3,0.0,0.6,0.6,0.15092003345489502,0.8,0.3104472644627094,0.9
1,4,10,15,147,0.3,0.0,0.6,0.6,0.1548267062753439,0.8,0.39298135600984097,0.8
2,4,10,15,147,0.3,0.0,0.5,0.5,0.1414188537746668,0.8,0.22022886015474796,0.9
3,4,10,15,147,0.3,0.0,0.5,0.5,0.14231391809880733,0.8,0.16142050735652447,1.0
4,4,10,15,147,0.3,0.0,0.5,0.5,0.1399966012686491,0.8,0.15490076690912247,1.0
5,4,10,15,147,0.3,0.0,0.6,0.6,0.14220106415450573,0.8,0.3023557458072901,0.9
6,4,10,15,147,0.3,0.0,0.5,0.5,0.14013927429914474,0.7,0.17288782075047493,1.0
7,4,10,15,147,0.3,0.0,0.5,0.5,0.1398929413408041,0.8,0.152818962931633,1.0
8,4,10,15,147,0.3,0.0,0.6,0.6,0.14623518288135529,0.8,0.16780182719230652,1.0
9,4,10,15,147,0.3,0.0,0.5,0.5,0.1451462209224701,0.7,0.173697117716074,1.0
10,4,10,15,147,0.3,0.0,0.5,0.5,0.14271138608455658,0.9,0.15037644281983376,1.0
11,4,10,15,147,0.3,0.0,0.6,0.6,0.15256142616271973,0.8,0.37477509677410126,0.9
12,4,10,15,147,0.3,0.0,0.5,0.5,0.1448353435844183,0.8,0.16304671950638294,1.0
13,4,10,15,147,0.3,0.0,0.6,0.6,0.15195819735527039,0.8,0.23971898294985294,0.9
14,4,10,15,147,0.3,0.0,0.6,0.6,0.15390568785369396,0.8,0.17496968992054462,1.0
0,4,20,30,3392,0.3,0.0,0.3,0.3,9.37120315991342,0.65,36.74133864603937,0.95
1,4,20,30,3392,0.3,0.0,0.35,0.35,9.444517530500889,0.7,24.71114720404148,0.95
2,4,20,30,3392,0.3,0.0,0.3,0.3,9.569058932363987,0.75,26.686770040541887,0.95
3,4,20,30,3392,0.3,0.0,0.3,0.3,9.449841951951385,0.7,18.217183213680983,0.95
4,4,20,30,3392,0.3,0.0,0.3,0.3,9.50630957633257,0.7,52.35716875642538,0.9
5,4,20,30,3392,0.3,0.0,0.3,0.3,9.927557691931725,0.7,28.055869864299893,0.95
6,4,20,30,3392,0.3,0.0,0.3,0.3,9.61244536563754,0.7,33.33668006397784,0.95
7,4,20,30,3392,0.3,0.0,0.3,0.3,9.393162434920669,0.7,10.716245459392667,1.0
8,4,20,30,3392,0.3,0.0,0.3,0.3,9.590712565928698,0.65,11.862302774563432,1.0
9,4,20,30,3392,0.3,0.0,0.35,0.35,9.627328196540475,0.65,61.060204500332475,0.95
10,4,20,30,3392,0.3,0.0,0.3,0.3,9.510503325611353,0.7,24.056934744119644,0.95
11,4,20,30,3392,0.3,0.0,0.35,0.35,9.488418031483889,0.7,11.929010594263673,1.0
12,4,20,30,3392,0.3,0.0,0.3,0.3,9.48103035055101,0.7,14.683908864855766,1.0
13,4,20,30,3392,0.3,0.0,0.3,0.3,9.527295855805278,0.7,22.951821805909276,0.95
14,4,20,30,3392,0.3,0.0,0.35,0.35,9.693638738244772,0.7,79.20358443073928,0.9
0,4,10,15,158,0.25,0.0,0.6,0.6,0.182922488078475,0.8,0.22945229336619377,1.0
1,4,10,15,158,0.25,0.0,0.6,0.6,0.16920925490558147,1.0,0.1732397209852934,1.0
