,rank,clique,order,size,missing,added,find2_time,find2_jaccard,findq_time,findq_jaccard,findqg_time,findqg_jaccard
7,2,20,30,152,0.2,0.0,0.4,0.4,0.20073644630610943,0.85,0.23703452944755554,1.0
8,2,20,30,152,0.2,0.0,0.45,0.45,0.2460729144513607,0.9,0.25875635631382465,1.0
9,2,20,30,152,0.2,0.0,0.55,0.55,0.3394347745925188,0.85,0.4459137190133333,0.95
10,2,20,30,152,0.2,0.0,0.45,0.45,0.22472178377211094,0.9,0.25200750306248665,1.0
11,2,20,30,152,0.2,0.0,0.45,0.45,0.21622015349566936,0.9,0.24001833237707615,1.0
12,2,20,30,152,0.2,0.0,0.5,0.5,0.35771541111171246,0.9,1.3935027476400137,0.9
13,2,20,30,152,0.2,0.0,0.45,0.45,0.2415346596390009,0.85,0.29071206972002983,1.0
14,2,20,30,152,0.2,0.0,0.5,0.5,0.3056486751884222,0.9,0.3188367523252964,1.0
0,2,30,45,348,0.2,0.0,0.4,0.4,1.2151767928153276,0.8333333333333334,9.264290759339929,0.9333333333333333
1,2,30,45,348,0.2,0.0,0.43333333333333335,0.43333333333333335,1.0427436642348766,0.8333333333333334,8.198492661118507,0.9666666666666667
2,2,30,45,348,0.2,0.0,0.3333333333333333,0.3333333333333333,0.7256455086171627,0.8333333333333334,1.5448266882449389,0.9666666666666667
3,2,30,45,348,0.2,0.0,0.4,0.4,1.3056381046772003,0.8,217.62050475552678,0.9333333333333333
4,2,30,45,348,0.2,0.0,0.4,0.4,1.1487388107925653,0.8333333333333334,41.527735048905015,0.9
5,2,30,45,348,0.2,0.0,0.36666666666666664,0.36666666666666664,0.6641958523541689,0.8333333333333334,0.8139158301055431,1.0
6,2,30,45,348,0.2,0.0,0.4,0.4,0.8723630625754595,0.8333333333333334,1.9113139118999243,0.9666666666666667
7,2,30,45,348,0.2,0.0,0.4,0.4,0.9651094563305378,0.8666666666666667,1.934729091823101,0.9666666666666667
8,2,30,45,348,0.2,0.0,0.4,0.4,0.8380953818559647,0.8,3.9569596350193024,0.9666666666666667
9,2,30,45,348,0.2,0.0,0.43333333333333335,0.43333333333333335,0.8536359667778015,0.8666666666666667,2.1517525166273117,0.9666666666666667
10,2,30,45,348,0.2,0.0,0.43333333333333335,0.43333333333333335,1.378930488601327,0.9,1.4367219228297472,1.0
11,2,30,45,348,0.2,0.0,0.36666666666666664,0.36666666666666664,1.0481769908219576,0.8666666666666667,5.092932831496,0.9666666666666667
12,2,30,45,348,0.2,0.0,0.3333333333333333,0.3333333333333333,0.5541820079088211,0.8,0.9826289806514978,1.0
13,2,30,45,348,0.2,0.0,0.36666666666666664,0.36666666666666664,0.6067566592246294,0.8333333333333334,0.8814016040414572,1.0
14,2,30,45,348,0.2,0.0,0.36666666666666664,0.36666666666666664,0.6734761893749237,0.8333333333333334,2.45302657969296,0.9666666666666667
0,2,10,15,89,0.1,0.8,0.6363636363636364,0.6363636363636364,0.128084946423769,0.7142857142857143,0.1595326066017151,0.7142857142857143
1,2,10,15,89,0.1,0.8,0.7272727272727273,0.7272727272727273,0.17153002694249153,0.7692307692307693,0.21127788722515106,0.7692307692307693
2,2,10,15,89,0.1,0.8,0.6363636363636364,0.6363636363636364,0.1495153084397316,0.8333333333333334,0.20171886682510376,0.7692307692307693
3,2,10,15,89,0.1,0.8,0.7,0.7,0.13938497193157673,0.8333333333333334,0.1789193283766508,0.7692307692307693
4,2,10,15,89,0.1,0.8,0.8,0.8,0.16701631247997284,0.8181818181818182,0.2952792327851057,0.8333333333333334
5,2,10,15,89,0.1,0.8,0.8,0.8,0.1342132482677698,0.75,0.18982508592307568,0.8333333333333334
6,2,10,15,89,0.1,0.8,0.7,0.7,0.17343596369028091,0.75,0.740704856812954,0.75
7,2,10,15,89,0.1,0.8,0.6363636363636364,0.6363636363636364,0.12167014740407467,0.7692307692307693,0.12616200000047684,0.7142857142857143
8,2,10,15,89,0.1,0.8,0.7,0.7,0.15020497143268585,0.75,0.21036620438098907,0.9090909090909091
9,2,10,15,89,0.1,0.8,0.8,0.8,0.15220364369452,0.7692307692307693,0.2578296922147274,0.7692307692307693
10,2,10,15,89,0.1,0.8,0.6363636363636364,0.6363636363636364,0.15845948830246925,0.8333333333333334,0.2914226446300745,0.8333333333333334
11,2,10,15,89,0.1,0.8,0.7,0.7,0.1487217117100954,0.9090909090909091,0.194796334952116,0.7692307692307693
12,2,10,15,89,0.1,0.8,0.7,0.7,0.1457201112061739,0.7692307692307693,0.18101587891578674,0.7692307692307693
13,2,10,15,89,0.1,0.8,0.7272727272727273,0.7272727272727273,0.13647851161658764,0.7692307692307693,0.17528081126511097,0.7692307692307693
14,2,10,15,89,0.1,0.8,0.6363636363636364,0.6363636363636364,0.13619425147771835,0.7142857142857143,0.14084607549011707,0.7142857142857143
0,2,20,30,367,0.1,0.8,,,1.7728057391941547,0.75,7.493210440501571,0.8260869565217391
1,2,20,30,367,0.1,0.8,,,2.6376554053276777,0.68,20.692438988015056,0.8571428571428571
2,2,20,30,367,0.1,0.8,,,1.803447350859642,0.7083333333333334,5.116449484601617,0.7916666666666666
3,2,20,30,367,0.1,0.8,,,5.838626101613045,0.72,23.02774653583765,0.8260869565217391
4,2,20,30,367,0.1,0.8,,,1.7188364081084728,0.75,5.24673143401742,0.8260869565217391
5,2,20,30,367,0.1,0.8,,,2.5334492921829224,0.8333333333333334,24.275582076981664,0.8
6,2,20,30,367,0.1,0.8,,,1.9545458648353815,0.7083333333333334,13.213705403730273,0.8
7,2,20,30,367,0.1,0.8,,,2.2323553897440434,0.75,8.287672154605389,0.8
8,2,20,30,367,0.1,0.8,,,1.671963868662715,0.6956521739130435,9.270426036790013,0.8260869565217391
9,2,20,30,367,0.1,0.8,,,1.7382787689566612,0.7916666666666666,10.935275366529822,0.7916666666666666
10,2,20,30,367,0.1,0.8,,,1.509754415601492,0.72,5.392680164426565,0.7916666666666666
11,2,20,30,367,0.1,0.8,,,2.065881500020623,0.8,17.631556475535035,1.0
12,2,20,30,367,0.1,0.8,,,2.067059997469187,0.7083333333333334,5.596729448065162,0.75
13,2,20,30,367,0.1,0.8,,,1.9702198393642902,0.8181818181818182,19.60430566035211,0.8695652173913043
14,2,20,30,367,0.1,0.8,,,2.373103901743889,0.6923076923076923,40.140475580468774,0.76
0,2,30,45,836,0.1,0.8,,,,,,
1,2,30,45,836,0.1,0.8,,,24.288847060874104,0.7352941176470589,180.73665947653353,0.8787878787878788
2,2,30,45,836,0.1,0.8,,,,,,
3,2,30,45,836,0.1,0.8,,,48.42691560462117,0.696969696969697,,
4,2,30,45,836,0.1,0.8,,,,,,
5,2,30,45,836,0.1,0.8,,,,,,
6,2,30,45,836,0.1,0.8,,,,,,
7,2,30,45,836,0.1,0.8,,,,,,
8,2,30,45,836,0.1,0.8,,,,,,
9,2,30,45,836,0.1,0.8,,,,,,
10,2,30,45,836,0.1,0.8,,,,,,
11,2,30,45,836,0.1,0.8,,,,,,
12,2,30,45,836,0.1,0.8,,,17.826217340305448,0.7714285714285715,,
13,2,30,45,836,0.1,0.8,,,,,,
14,2,30,45,836,0.1,0.8,,,,,,
0,2,10,15,65,0.1,0.4,0.8,0.8,0.09636346809566021,1.0,0.28655713610351086,1.0
1,2,10,15,65,0.1,0.4,0.7,0.7,0.1256784200668335,1.0,0.1957170944660902,1.0
2,2,10,15,65,0.1,0.4,0.8,0.8,0.09489764086902142,0.9,0.5456762183457613,0.9
3,2,10,15,65,0.1,0.4,0.8,0.8,0.09504657052457333,0.9,0.26956063508987427,0.9
4,2,10,15,65,0.1,0.4,0.7,0.7,0.09857660345733166,0.9,0.5151010807603598,1.0
5,2,10,15,65,0.1,0.4,0.8,0.8,0.09901219606399536,1.0,0.18435993045568466,1.0
6,2,10,15,65,0.1,0.4,0.7,0.7,0.08382692560553551,0.9,0.201582171022892,1.0
7,2,10,15,65,0.1,0.4,0.7,0.7,0.08428676426410675,1.0,0.23476511240005493,1.0
8,2,10,15,65,0.1,0.4,0.7,0.7,0.09482493065297604,0.9,0.30335165373981,1.0
9,2,10,15,65,0.1,0.4,0.7,0.7,0.09254881739616394,1.0,0.32568114809691906,1.0
10,2,10,15,65,0.1,0.4,0.7,0.7,0.08570203371345997,0.9,0.26992922462522984,1.0
11,2,10,15,65,0.1,0.4,0.7,0.7,0.09005028381943703,1.0,0.22557763010263443,1.0
12,2,10,15,65,0.1,0.4,0.8,0.8,0.11345167085528374,1.0,0.3162196911871433,1.0
13,2,10,15,65,0.1,0.4,0.7,0.7,0.08766022324562073,1.0,0.12968898378312588,1.0
14,2,10,15,65,0.1,0.4,0.8,0.8,0.10226928815245628,1.0,0.4080957733094692,1.0
0,2,20,30,269,0.1,0.4,0.55,0.55,0.9227044880390167,0.9,19.63635792583227,0.95
1,2,20,30,269,0.1,0.4,0.6,0.6,1.0255611408501863,0.9,22.640046760439873,0.95
2,2,20,30,269,0.1,0.4,0.6,0.6,1.066976647824049,1.0,22.129501469433308,1.0
3,2,20,30,269,0.1,0.4,0.6,0.6,0.8811238817870617,0.9,14.769299808889627,1.0
4,2,20,30,269,0.1,0.4,0.55,0.55,1.1389998532831669,0.95,25.46803325973451,1.0
5,2,20,30,269,0.1,0.4,0.6,0.6,1.080232797190547,0.9,15.675477219745517,0.95
6,2,20,30,269,0.1,0.4,0.6,0.6,1.1397431045770645,0.95,41.76701117120683,0.95
7,2,20,30,269,0.1,0.4,0.6,0.6,1.9525824710726738,1.0,26.365434631705284,1.0
8,2,20,30,269,0.1,0.4,0.65,0.65,0.9179417248815298,0.95,35.69168169237673,1.0
9,2,20,30,269,0.1,0.4,0.6,0.6,0.9417853374034166,0.9,25.66316051594913,0.95
10,2,20,30,269,0.1,0.4,0.65,0.65,1.0002251509577036,0.95,14.713986797258258,1.0
11,2,20,30,269,0.1,0.4,0.6,0.6,1.1175388153642416,0.9,25.740460474044085,0.95
12,2,20,30,269,0.1,0.4,0.6,0.6,1.213612861931324,1.0,34.20320129022002,1.0
13,2,20,30,269,0.1,0.4,0.6,0.6,1.0505837853997946,0.85,38.288846323266625,0.9
14,2,20,30,269,0.1,0.4,0.6,0.6,1.1519631836563349,0.95,11.039558500051498,1.0
0,2,30,45,614,0.1,0.4,,,74.99946609698236,0.8666666666666667,,
1,2,30,45,614,0.1,0.4,,,58.14314549975097,0.8666666666666667,,
2,2,30,45,614,0.1,0.4,,,123.63489613868296,0.9,,
3,2,30,45,614,0.1,0.4,,,5.630916470661759,0.9333333333333333,,
4,2,30,45,614,0.1,0.4,,,7.7372809164226055,0.9,,
5,2,30,45,614,0.1,0.4,,,159.70737746544182,0.9,,
6,2,30,45,614,0.1,0.4,,,11.845908870920539,0.9,,
7,2,30,45,614,0.1,0.4,,,48.69268417544663,0.9,,
8,2,30,45,614,0.1,0.4,,,24.004400016739964,0.9666666666666667,,
9,2,30,45,614,0.1,0.4,,,33.63098698295653,0.9,,
10,2,30,45,614,0.1,0.4,,,124.59517233632505,0.8666666666666667,,
11,2,30,45,614,0.1,0.4,,,31.010363375768065,0.9,,
12,2,30,45,614,0.1,0.4,,,38.646607568487525,0.9,,
13,2,30,45,614,0.1,0.4,,,62.42281227558851,0.9,,
14,2,30,45,614,0.1,0.4,,,54.67878665588796,0.9,,
0,2,10,15,41,0.1,0.0,0.7,0.7,0.038561079651117325,1.0,0.04076390154659748,1.0
1,2,10,15,41,0.1,0.0,0.7,0.7,0.03786895237863064,1.0,0.04215880483388901,1.0
2,2,10,15,41,0.1,0.0,0.7,0.7,0.03825477883219719,1.0,0.039970288053154945,1.0
3,2,10,15,41,0.1,0.0,0.7,0.7,0.037995316088199615,1.0,0.040635304525494576,1.0
4,2,10,15,41,0.1,0.0,0.7,0.7,0.03748570382595062,1.0,0.07083676755428314,1.0
5,2,10,15,41,0.1,0.0,0.6,0.6,0.03763630427420139,1.0,0.04017970710992813,1.0
6,2,10,15,41,0.1,0.0,0.8,0.8,0.04551973193883896,1.0,0.050660112872719765,1.0
7,2,10,15,41,0.1,0.0,0.7,0.7,0.03892621211707592,1.0,0.042997606098651886,1.0
